DTL_ADRES,XCORD,LO,CHCK_MATTER_WKEND_HDAY_OPN_AT,WKEND_HDAY_OPER_BEGIN_TIME,MODF_TIME,ARCD,WKDAY_OPER_BEGIN_TIME,YEAR,USE_PSBL_NMPR,CHCK_MATTER_NIGHT_OPN_AT,RSTR_NM,WKEND_HDAY_OPER_END_TIME,CHCK_MATTER_STAYNG_PSBL_AT,MNGDPT_CD,COLR_HOLD_ARCNDTN,OPER_END_DE,RN_DTL_ADRES,OPER_BEGIN_DE,FCLTY_OPRN_AT,INPT_TIME,DTL_POSITION,WKDAY_OPER_END_TIME,FCLTY_SCLAS,COLR_HOLD_ELEFN,AR,YCORD,USE_AT,LA,RSTR_FCLTY_NO,RM,FCLTY_TY
"98-497",,126.6003801,"N","0900","2025-05-12 12:56:59.000","2811061500","0900","2025",20,"N","월미경로당","1800","N","3490218",1,"20240930","인천광역시 중구 반달로6번길 8 (북성동1가)","20240624","Y","2021-03-29 14:06:27.000",,"1800","001",5,119,,"Y",37.4758733,281121,,"003"
"3-33",,126.652045,,,"2025-05-12 11:36:49.000","2818582000","0900","2025",91,,"송도1동주민센터",,,"3520229",5,"20240930","인천광역시 연수구 하모니로35번길 8","20240520","Y","2021-03-29 14:09:24.000",,"1800","001",0,364,,"Y",37.390974,28185041,,"001"
"3-13",,126.653224,,,"2025-05-12 14:16:47.000","2818582000","1000","2025",27,,"풍림아이원경로당(3단지)",,,"3520229",1,"20240930","인천광역시 연수구 해돋이로84번길 29","20240520","Y","2021-03-29 14:09:24.000",,"1800","001",2,108,,"Y",37.391978,28185042,,"003"
"4-1",,126.648375,,,"2025-05-12 14:17:00.000","2818582000","1000","2025",52,,"송도더샵퍼스트월드경로당",,,"3520229",1,"20240930","인천광역시 연수구 해돋이로 107","20240520","Y","2021-03-29 14:09:24.000",,"1600","001",2,208,,"Y",37.39095,28185043,,"003"
"4-1",924708.192992,126.6494232,,,"2025-05-12 14:27:29.000","2818582000","0900","2025",15,,"농협송도시티지점",,,"3520229",1,"20240930","인천광역시 연수구 해돋이로 107 (송도동, 송도 더샵 퍼스트월드)","20240520","Y","2021-03-29 14:09:24.000",,"1600","001",16,351,1932841.97229,"Y",37.391621,28185044,"은행담당자 고진혁 930-2867","004"
"3-10",,126.6524837,,,"2025-05-12 14:27:17.000","2818582000","0900","2025",20,,"수협송도국제도시지점",,,"3520229",1,"20240930","인천광역시 연수구 해돋이로120번길 16","20240520","Y","2021-03-29 14:09:24.000",,"1600","001",15,425,,"Y",37.3949742,28185046,"은행담당자 박성호 858-0932","004"
"1849-1",931710.640401,126.7289445,,,"2024-04-30 10:27:50.000","4139059200",,"2025",4,,"정왕2동청사(후문)",,,"4010068",,,"경기도 시흥시 정왕대로 122 (정왕동)",,"Y","2021-05-21 10:36:12.000",,,"002",,25,1928279.344453,"Y",37.3510404,4139000276,,"002"
"541-2",927300.805894,126.6783822,,,"2025-05-12 13:13:10.000","2818576100","1800","2025",4,,"문남공원정자5",,,"3520222",,,"인천광역시 연수구 새말로55번길 37 (연수동)",,"Y","2023-05-01 20:08:03.000",,"2400","001",,16,1936166.67113,"Y",37.4217932,2818500114,,"002"
"210-4",929077.698621,126.6983807,,,"2025-05-12 11:52:36.000","2818575000","1800","2025",4,,"선학근린공원정자5",,,"3520222",,,"인천광역시 연수구 넘말로 8 (선학동)",,"Y","2023-05-08 20:47:55.000",,"2400","001",,16,1937013.522598,"Y",37.4295636,2818500169,,"002"
"578-0",927590.352068,126.6816974,,,"2025-05-12 13:39:14.000","2818576300","1800","2025",4,,"문화공원정자3",,,"3520222",,,"인천광역시 연수구 새말로 120 (연수동)",,"Y","2023-05-08 20:56:52.000",,"2400","001",,16,1935726.426262,"Y",37.417848,2818500177,,"002"
"630-15",923283.006013,126.6326315,"N",,"2025-05-13 09:47:58.000","2817757000","0900","2025",16,"N","용현5동분회경로당",,"N","3510566",1,"20200904","인천광역시 미추홀구 매소홀로53번길 25-18","20200518","Y","2021-03-05 11:57:13.000",,"1800","001",2,132,1939509.868536,"Y",37.4516002,28177020,,"003"
"611-6",923954.1944,126.6402092,"N",,"2025-05-13 09:48:00.000","2817757000","0900","2025",36,"N","용현5동행정복지센터",,"N","3510566",5,"20200904","인천광역시 미추홀구 토금북로 60","20200518","Y","2021-03-05 11:57:13.000",,"1800","001",2,300,1939607.037049,"Y",37.4525314,28177021,,"001"
"688-7",926091.68591,126.6645303,"N",,"2025-05-13 09:48:02.000","2817758000","1300","2025",12,"N","학익1동분회경로당",,"N","3510566",1,"20200904","인천광역시 미추홀구 매소홀로386번길 32","20200518","Y","2021-03-05 11:57:13.000",,"1700","001",3,98,1938045.41841,"Y",37.4386302,28177022,,"003"
"669-9",927013.033498,126.6749535,"N",,"2025-05-13 09:48:04.000","2817758000","0900","2025",20,"N","학삼경로당",,"N","3510566",1,"20200904","인천광역시 미추홀구 소성로256번길 10-22","20200518","Y","2021-03-05 11:57:13.000",,"1800","001",1,168,1937952.899612,"Y",37.4378695,28177023,,"003"
"1554-0",,126.6255,"N",,"2025-04-30 15:45:19.000","4157025600","0900","2025",1020,"N","양촌읍행정복지센터및북카페",,"N","4090449",35,"20230930","경기도 김포시 양촌읍 양곡1로68번길 37 ","20230520","Y","2021-03-09 15:48:45.000",,"1800","001",3,3364.6,,"Y",37.6572,41570056,,"001"
"446-12",,126.623761,"N","0900","2025-05-16 16:08:39.000","4157025600","1300","2025",59,"N","양곡1,6리경로당","1800","N","4090449",2,"20230930","경기도 김포시 양촌읍 양곡1로 66-8","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",2,193.5,,"Y",37.656402,41570057,,"003"
"1230-0",,126.6215135,"N","0900","2025-04-30 15:46:02.000","4157025600","1300","2025",23,"N","양곡9리경로당","1800","N","4090449",1,"20230930","경기도 김포시 양촌읍 양곡1로 77 (양지마을주공아파트)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",1,77.01,,"Y",37.6572123,41570058,,"003"
"633-2",,126.6444932,"N","0900","2025-04-30 16:47:05.000","4157025600","1300","2025",15,"N","누산1리경로당","1800","N","4090449",2,"20230930","경기도 김포시 양촌읍 김포대로1766번길 14-11 ","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",2,49,,"Y",37.6706732,41570059,,"003"
"469-32",919103.625992,126.5829089,,,"2025-04-30 16:09:32.000","4157034000","0900","2025",30,,"대곶면행정복지센터(임시청사)",,,"4090449",1,"20230930","경기도 김포시 대곶면 율생중앙로 58 ","20230520","Y","2021-03-09 15:48:45.000",,"1800","001",5,459,1961954.822694,"Y",37.6535276,41570060,,"001"
"817-0",,126.5650437,"N","0900","2025-04-30 16:12:15.000","4157034000","1300","2025",50,"N","송마3리경로당","1800","N","4090449",2,"20230930","경기도 김포시 대곶면 산자뫼로 102 ","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",1,165,,"Y",37.6552725,41570061,,"003"
"1036-0",,126.7281,"N","0900","2025-04-29 16:02:15.000","4148059000","0900","2025",83,"N","운정파크푸르지오경로당","1800","N","4060513",3,"20240930","경기도 파주시 해올로 33 (다율동, 운정신도시 파크 푸르지오)","20240515","Y","2023-07-14 07:19:17.000",,"1800","001",0,216.1,,"Y",37.7373,4148000584,,"003"
"689-10",926054.946799,126.6641006,"N",,"2025-05-13 09:48:05.000","2817758000","0900","2025",15,"N","학익1동행정복지센터",,"N","3510566",3,"20200930","인천광역시 미추홀구 매소홀로 380","20200727","Y","2021-03-05 11:57:13.000",,"1800","001",2,48,1938189.107201,"Y",37.4399223,28177025,,"001"
"871-0",,126.6944947,"N","0900","2025-04-29 17:05:49.000","4148032000","0900","2025",100,"N","만우리경로당","1800","N","4060513",1,"20240930","경기도 파주시 탄현면새오리로395번길 11","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,158,,"Y",37.8149872,41480144,,"003"
"82-5",,126.6853019,"N","0900","2025-04-29 17:05:56.000","4148032000","0900","2025",73,"N","성동리경로당","1800","N","4060513",2,"20240930","경기도 파주시 탄현면새오리로 71","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,106,,"Y",37.790685,41480145,,"003"
"716-0",,126.6901793,"N","0900","2025-04-29 17:06:02.000","4148032000","0900","2025",100,"N","대동리경로당","1800","N","4060513",2,"20240930","경기도 파주시 탄현면새오리로 325","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,141,,"Y",37.8111556,41480146,,"003"
"491-211",925194.618777,126.654179,"N",,"2025-05-13 09:47:53.000","2817756000","0900","2025",9,"N","용정경로당",,"N","3510566",1,"20200904","인천광역시 미추홀구 인주대로153번길 22","20200518","Y","2021-03-05 11:57:13.000",,"1800","001",4,73,1940132.20487,"Y",37.4573658,28177018,,"003"
"491-48",925117.951676,126.6533196,"N",,"2025-05-13 09:47:54.000","2817756000","0900","2025",10,"N","용현3동행정복지센터",,"N","3510566",2,"20200930","인천광역시 미추홀구 인주대로 145 (용현동)","20200727","Y","2021-03-05 11:57:13.000",,"1800","001",1,30,1940059.556694,"Y",37.4567048,28177019,,"001"
"23-62",923856.379338,126.640068,"N",,"2025-05-15 09:45:06.000","2814055500","1800","2025",70,"N","송현근린공원",,"N","3500147",,,"인천광역시 동구 송현공원로 75-21",,"Y","2021-03-30 09:20:34.000",,"2300","001",,460,1942508.408753,"Y",37.479794,2814049,,"002"
"594-3",,126.405244,"Y","0900","2024-09-05 13:35:33.000","2871034000","0900","2025",50,"Y","내1리경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 화도면마니산로 835-12","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,207.76,,"Y",37.634352,28710107,,"003"
"1137-1",,126.399894,"Y","0900","2024-09-05 13:37:04.000","2871034000","0900","2025",50,"Y","내2리경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 화도면안골길 103-6 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,160.5,,"Y",37.633389,28710108,,"003"
"1560-0",,126.398858,"Y","0900","2024-09-05 13:39:20.000","2871034000","0900","2025",50,"Y","내3리경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 화도면안골길131번길 36-9","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",3,159.88,,"Y",37.636587,28710109,,"003"
"343-1",,126.360417,"Y","0900","2024-09-04 15:11:10.000","2871036000","0900","2025",44,"Y","황청1리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면황청포구로385번길 8 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,176,,"Y",37.718505,28710141,,"003"
"1942-1",,126.718744,"N",,"2024-06-09 18:36:40.000","4139059300",,"2025",8,"N","계룡2차경로당",,"N","4010322",1,"20240930","경기도 시흥시 정왕대로28번길 4 (정왕동)","20240520","Y","2021-10-20 15:30:34.000",,,"001",2,76,,"Y",37.3564111,4139000327,,"003"
"1012-0",,126.7362608,"N","0900","2024-06-09 18:14:42.000","4139058200","0900","2025",300,"N","월곶도서관","1800","N","4010322",1,"20240930","경기도 시흥시 월곶해안로161번길 7","20240520","Y","2021-10-20 15:36:01.000",,"2200","002",2,2260,,"Y",37.3887897,4139000328,,"001"
"542-1",,126.363287,"Y","0900","2024-09-04 15:14:53.000","2871036000","0900","2025",38,"Y","구하2리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면황청포구로 301-3 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,150,,"Y",37.725572,28710142,,"003"
"797-1",,126.389829,"Y","0900","2024-09-04 14:39:10.000","2871036000","0900","2025",48,"Y","고천1리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면 강화서로 263-5","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,194,,"Y",37.719991,28710143,,"003"
"284-8",,126.541809,"N","0900","2025-04-30 16:11:31.000","4157034000","1300","2025",48,"N","쇄암리경로당","1800","N","4090449",2,"20230930","경기도 김포시 대곶면 쇄암로 128 ","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",4,160,,"Y",37.6788946,41570062,,"003"
"622-2",,126.719987,"N",,"2025-04-30 16:53:00.000","4157055000","1200","2025",14,"N","풍무5통경로당",,"N","4090449",2,"20230930","경기도 김포시 풍무로 41-22 (풍무동, 신현대빌라트)","20230520","Y","2023-05-11 15:51:57.000",,"1700","001",2,49.22,,"Y",37.600386,4157000146,,"003"
"526-0",,126.600371,"N",,"2025-04-30 15:12:42.000","4157025000","0900","2025",453,"N","통진읍행정복지센터",,"N","4090449",6,"20230930","경기도 김포시 통진읍 마송1로 77 ","20230520","Y","2021-03-09 15:48:45.000",,"1800","001",0,1494,,"Y",37.686718,41570002,,"001"
"493-0",,126.5959032,"N","0900","2025-04-30 15:21:10.000","4157025000","1300","2025",33,"N","소망마을경로당","1800","N","4090449",2,"20230930","경기도 김포시 통진읍 김포대로2250번길 23-14","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",0,108,,"Y",37.6926229,41570003,,"003"
"134-0",,126.594266,"N","0900","2025-04-29 10:25:46.000","4157025000","1300","2025",40,"N","마송6리(현대1차아파트)경로당","1800","N","4090449",2,"20230930","경기도 김포시 통진읍 김포대로2270번길 29","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",0,132.48,,"Y",37.6924172,41570004,,"003"
"1086-1 이삭아파트",,126.736658,"N","1100","2024-07-24 13:56:14.000","2820056000","0900","2025",31,"N","이삭아파트경로당","1500","N","3530199",1,"20230930","인천광역시 남동구 담방서로17번길 21 (만수동, 이삭아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,82,,"Y",37.446322,28200127,,"003"
"1782-3",,126.409535,"Y","0900","2024-09-04 15:18:15.000","2871036000","0900","2025",41,"Y","고천3리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면고비고개로743번길 7 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,165,,"Y",37.721704,28710144,,"003"
"1163",,126.3937059,"N","0900","2024-05-10 19:49:56.000","2871036000","0900","2025",42,"N","고천5리경로당","1800","N","3570171",2,"20241015","인천광역시 강화군 내가면 고비고개로743번길 227 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,165,,"Y",37.7147118,28710145,,"003"
"538-1",,126.380242,"Y","0900","2024-09-04 15:21:27.000","2871036000","0900","2025",41,"Y","오상1리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면황청포구로69번길 26 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,166,,"Y",37.72473,28710146,,"003"
"1255-14",,126.377743,"Y","0900","2024-09-04 14:42:35.000","2871036000","0900","2025",29,"Y","오상2리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면 황청포구로 96 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,118,,"Y",37.728126,28710147,,"003"
"104-0",,126.389547,"Y","0900","2024-09-04 15:24:01.000","2871036000","0900","2025",41,"Y","오상3리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면강화서로433번길 6 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,165,,"Y",37.734839,28710148,,"003"
"359-0",,126.393702,"Y","0900","2024-09-04 15:26:38.000","2871036000","0900","2025",42,,"외포1리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면중앙로1204번길 40 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,169,,"Y",37.70616,28710149,,"003"
"547-22",,126.379572,"Y","0900","2024-09-04 15:29:02.000","2871036000","0900","2025",47,"Y","외포2리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 내가면해안서로 896 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,189,,"Y",37.701142,28710150,,"003"
"571-1",,126.428323,"Y","0900","2024-09-05 08:39:23.000","2871035000","0900","2025",49,"Y","삼흥2리(산문)경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면강화남로1002번길 92","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,113.24,,"Y",37.683509,28710129,,"003"
"269-4",,126.425378,"Y","0900","2024-09-05 08:56:29.000","2871035000","0900","2025",38,"Y","인산1리(호곡)경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면중앙로 856 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,105.6,,"Y",37.696949,28710130,,"003"
"511-0",,126.41625,"Y","0900","2024-09-05 08:59:23.000","2871035000","0900","2025",30,"Y","인산1리(성전)경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면중앙로943번길 15 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,66,,"Y",37.695903,28710131,,"003"
"162-7",,126.433356,"Y","0900","2024-09-05 09:01:14.000","2871035000","0900","2025",37,"Y","인산1리(왕방촌)경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면중앙로 777-1","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,164.25,,"Y",37.69969,28710132,,"003"
"879-0",931210.145056,126.72168,,,"2025-05-02 10:31:35.000","2823754000","0900","2025",10,,"신한은행부평구청지점",,,"3540025",4,"20240930","인천광역시 부평구 부평대로 168 (부평동)","20240520","Y","2022-06-28 15:16:24.000",,"1600","001",0,201.4,1945592.123758,"Y",37.5070425,2823700121,,"004"
"1138-0",,126.7049465,"N",,"2024-07-24 13:56:13.000","2820052100","0900","2025",30,"N","신한은행인천광역시청",,"N","3530199",1,"20230930","인천광역시 남동구 정각로 29 (구월동)","20230520","Y","2022-07-04 17:08:47.000",,"1600","001",0,650,,"Y",37.4558696,2820000237,,"004"
"1212-8",,126.7481062,"N","0900","2024-06-09 18:35:12.000","4139058900","0900","2025",80,"N","정왕어린이도서관","1800","N","4010322",18,"20240930","경기도 시흥시 정왕시장길 45 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1800","002",0,997.48,,"Y",37.3453089,41390161,,"001"
"1512-0",,126.7536503,"N","1000","2024-06-09 18:35:12.000","4139058900","1000","2025",24,"N","큰솔경로당","2100","N","4010322",1,"20240930","경기도 시흥시 큰솔로 67-8 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"2100","001",4,80,,"Y",37.3436563,41390162,,"003"
"1207-1",,126.7469555,"N","1000","2024-06-09 18:35:12.000","4139058900","1000","2025",27,"N","군서경로당","2100","N","4010322",2,"20240930","경기도 시흥시 군서로54번길 4 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"2100","001",2,88,,"Y",37.3465584,41390164,,"003"
"1192-1",,126.7508098,"N","1000","2024-06-09 18:35:12.000","4139058900","1000","2025",24,"N","정왕경로당","2100","N","4010322",1,"20240930","경기도 시흥시 군서로18번길 16-1 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"2100","001",2,80,,"Y",37.3456607,41390165,,"003"
"533-1",928479.42925,126.6917235,,,"2025-05-12 13:41:07.000","2818576300","1800","2025",4,,"연일공원정자9",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:46:46.000",,"2400","001",,16,1935937.623187,"Y",37.4198206,2818500149,,"002"
"824-0",,126.6707,"N",,"2025-05-13 09:48:41.000","2817764000","1000","2025",20,"N","미추홀공원",,"N","3510588",,,"인천광역시 미추홀구 학익소로13번길 46 (주안동)",,"Y","2023-06-12 13:35:26.000",,"1800","001",,39850,,"Y",37.4459,2817700099,,"002"
